fecha,año,ruta,operador,tipo vuelo,tipo aeronave,total personas a bordo,pasajeros a bordo,tripulación a bordo,cantidad de fallecidos,pasajeros fallecidos,tripulación fallecida,fallecidos en tierra,total fallecidos
2006-10-19,2006,"Tashkent, Russia",Military - Russian Air Force/Uzbekistan Airways,Training/Aranchi,Antonov An-2,15,13,2,15,13,2,0,15
2006-10-29,2006,"Near Abuja, Nigeria",ADC Airlines,Lagos - Abuja - Sokoto,Boeing 737-2B7,105,100,5,96,92,4,0,96
2006-11-17,2006,"Puncak Jaya, Indonesia",Trigana Air Service,Mulia - Ilaga,de Havilland Canada DHC-6 Twin Otter 300,12,9,3,12,9,3,0,12
2006-11-18,2006,"Near Leticia, Colombia",Aerosucre Colombia,Bogota - Leticia,Boeing 727-23F,5,2,3,5,2,3,0,5
2006-11-27,2006,"Tehran, Iran",Military - Iranian Revolutionary Guard Corps Air Force,Tehran - Shiraz,Antonov 74T-200,38,32,6,38,32,6,0,38
2006-12-10,2006,"Cajon Pass, California",Air ambulance - Mercy Air Services,Loma Linda - Victorville,Bell 412,3,0,3,3,0,3,0,3
2007-01-01,2007,"Off Parepare, Indonesia",Adam Air,"Surabaya, East Java - Manado, Indonesia",Boeing B-737-4Q8,102,96,6,102,96,6,0,102
2007-01-09,2007,"Near Balad Air Base, Iraq",Moldovan Aeriantur-M Air Cargo,"Adana, Turkey - Balad Air Base, Iraq",Antonov 26B-100,35,30,5,34,29,5,0,34
2007-01-20,2007,"Near Baghdad, Iraq",Military - US Army,,Sikorsky UH-60L Black Hawk,12,10,4,12,10,4,0,12
2007-01-25,2007,"Pau, France",Regional Compagnie Aerienne Europeenne,Pau - Paris,Fokker 100,54,50,4,0,0,0,1,1
2007-03-07,2007,"Yogyakarta, Indonesia",Garuda Indonesia Airlines,Jakarta - Yogyakarta,Boeing B-737-497,140,133,7,22,21,1,0,22
2007-03-08,2007,"Princeville, Hawaii",Heli-USA Airways,Sightseeing,Aerospatiale AS350BA Rotocraft,7,6,1,4,3,1,0,4
2007-03-11,2007,"Hanea, Kauai, Hawaii",Inter-Island,,Mc Donnell Douglas 369FF Rotocraft,5,4,1,1,1,0,0,1
2007-03-14,2007,"Fazenda Nossa Senhora de Lourdes, Brazil","Bahia Taxi Aéreo	Bahia Taxi Aéreo	Bahia Taxi Aéreo",Petrolina - Salvador,Rockwell 500S Shrike Commander,4,2,2,4,2,2,0,4
2007-03-17,2007,"Samara, Russia",UTAir Airlines,Surgut - Samara,Tuolev 134AK,57,50,7,6,6,0,0,6
2007-03-23,2007,"Mogadishu, Somalia",Transaviaexport Airlines,Mogadishu - Djibouti,Ilushin Il-76TD,11,5,6,11,5,6,0,11
2007-04-25,2007,"Near Kopinang, Guyana",Air Services,Kato - Kopinang,Pilatus Britten Norman BN-2A-27 Islander,5,4,1,3,2,1,0,3
2007-04-27,2007,"Shatoi, Chechnya",Military - Russian,,Mi 8,18,15,3,18,15,3,0,18
2007-05-05,2007,"Near Dizangue, Cameroon",Kenya Airways,"Abidjan, Ivory Coast - Douala, Cameroon - Nairobi, Kenya",Boeing B-737-8AL,114,105,9,114,105,9,0,114
2007-05-06,2007,"Near El-Thamad, Egypt",Military - French Air Force,El-Gora - Santa Katarina,de Havilland Canada DHC-6 Twin Otter,9,5,4,9,5,4,0,9
2007-05-17,2007,"Walikale Airstrip, Congo",Safe Air Complany,Walikale - Goma,Let 410UVP,3,1,2,3,1,2,0,3
2007-05-24,2007,"Near Pampa Hermosa, Peru",Military - Peruvian Air Force,Iquitos - Pucallpa,de Havilland Canada DHC-6 Twin Otter 300,20,17,3,13,10,3,0,13
2007-06-03,2007,"Freetown, Sierra Leone",Paramount Airlilnes,Shuttle,Mi-8,22,20,2,21,20,1,0,21
2007-06-04,2007,"Near Milwaukee, Wisconson",University of Michigan Health System,"Milwaukee, WI - Detroit, MI",Cessna 550 Citation II,6,4,2,6,4,2,0,6
2007-06-13,2007,"Selenge province, Mongolia",Mongolian Defense Ministry,,Mi-8,22,19,3,15,12,3,0,15
2007-06-21,2007,"Near Kamina, Congo",Karibu Airways,Kamina - Lubumbashi,Let 410UVP,25,22,3,1,1,0,0,1
2007-06-25,2007,"Near Sihanoukville, Cambodia",PMT Air,Siem Reap - Sihanoukville,Antonov AN-24V,22,16,6,22,16,6,0,22
2007-06-28,2007,"M'Banza Congo, Angola",TAAG Angola Airlines,Luanda - M'Banza,Boeing 737-2M2,78,69,9,5,4,1,0,5
2007-07-05,2007,"Culiacan, Mexico",Jett Paqueteria SA,,North American CT-39A Sabreline,3,0,3,3,0,3,6,9
2007-07-08,2007,"Muncho Lake, British Columbia, Canada",Liard Air,Muncho Lake - Vancouver,de Havilland DHC-6 Twim Otter 100,5,3,2,1,1,0,0,1
2007-07-17,2007,"Sao Paulo, Brazil",TAM (Brazil),Porto Alegre - Sao Paulo,Airbus A-320-233,187,181,6,187,181,6,12,199
2007-07-23,2007,"Near Shinile, Ethiopia",Djibouti Airlines,Dire Dawa - Djibouti,Antonov AN-26V,9,3,6,1,1,0,0,1
2007-07-24,2007,"Rudyerd Bay, Alaska",Taquan Air Service,Sightseeing,de Havilland DHC-2 MK.1 Beaver,5,4,1,5,4,1,0,5
2007-07-29,2007,"Moscow, Russia",Atran,Sightseeing,Antonov AN-12BP,9,0,9,9,0,9,0,9
2007-08-09,2007,"Off Moorea, French Polynesia",Air Moorea,Moorea - Papeete,de Havilland Canada DHC-6 Twin Otter 300,20,19,1,20,19,1,0,20
2007-08-16,2007,"Near Ketchikan, Alaska",SeaWind Aviation,Sightseeing,de Havilland Canada DHC-2 Beaver,10,9,1,6,6,0,0,6
2007-08-20,2007,"Okinawa, Japan",China Airlines,Taipei - Naha,Boeing 737-809,165,157,8,0,0,0,0,0
2007-08-22,2007,"Near Curitiba, Brazil",Two Taxi Aero,Curitiba - Jundiai,Embraer EMB-110P1 Bandeirant,2,0,2,2,0,2,0,2
2007-08-22,2007,"Near Kirkuk, Iraq",Military - U.S. Army,Transporting troops,UH-60 Blackhawk helilcopter,14,12,2,14,12,2,0,14
2007-08-26,2007,"Kongolo, Democratic Republic Congo",Great Lakes Business Complany,Kongolo - Goma,Antonov AN-32,15,12,3,14,11,3,0,14
2007-09-07,2007,"Goma, Democratic Republic Congo",Galaxy Kavatsi Airlines,Kisangi - Goma - Bukavu,Antonov AN-12BP,8,6,2,8,6,2,0,8
2007-09-16,2007,"Phuket, Thailand",One-Two-Go Airlines,Bangkok - Phuket,McDonnell Douglas MD-82,130,123,7,90,85,5,0,90
2007-09-24,2007,"Malemba Nkulu, DR Congo",Karibu Airways,Lubumbashi - Malemba Nkulu,Let 410,6,5,1,1,0,1,0,1
2007-10-04,2007,"Kinshasa, DR Congo",Africa One Congo,Kinshasa - Tshikapa,Antonov AN-26,22,17,5,21,17,4,30,51
2007-10-08,2007,"Near Cubarral, Colombia",Nacional de Aviacion,Villavicencio - Uribe,Let 410 UVP-E10A,17,15,2,17,15,2,0,17
2007-11-08,2007,"Khartoum, Sudan",Juba Air Cargo,Khartoum - Juba,Antonov 12,4,0,4,0,0,0,2,2
2007-11-30,2007,"Near Isparta, Turkey",Atlasjet Airlines,Istanbul - Isparta,McDonnell Douglas MD-83,57,50,7,57,50,7,0,57
2007-12-03,2007,"Off Whittier, Alaska","Evergreen Alaska Helicopters, Inc.",Cordova - Ancorage,Eurocopter Deutschland BK117C1,4,3,1,4,3,1,0,4
2007-12-05,2007,"Columbus, Ohio",Castle Aviation,"Columbus, OH - Buffalo, NY",Cessna 208B Caravan I Super Cargomaster,2,1,1,2,1,1,0,2
2008-01-04,2008,"Los Roques, Venezuela",Transaven,Los Rogues - Carac,Let 410 UVP-E3,18,16,2,18,16,2,0,18
2008-01-12,2008,"Blace, Macedonia",Military - Macedonian Air Force,"Bosnia - Skopje, Macedonia",Mi-17 Helicopter,11,10,1,11,10,1,0,11
2008-01-17,2008,"London, England",British Airways,"Bejing, China - London, England",Boeing 777-236ER,152,136,16,0,0,0,0,0
2008-01-23,2008,"Miroslawiec, Poland",Military - Polish Air Force,Warsaw - Miroslawiec,CASA C-295M,20,16,4,20,16,4,0,20
2008-01-26,2008,"Near Malinau, Indonesia",Dirgantara Air Service,Tarakan - Long Apung,CASA NC-212-200,3,0,3,3,0,3,0,3
2008-02-21,2008,"Merida, Venezuela",Santa Barbara Airlines,Merida - Caracas,ATR-42-300,46,43,3,46,43,3,0,46
2008-02-26,2008,"Off Macae , Rio de Janeiro , Argentina",BHS - Brazilian Helicopter Service Air Taxi,Oil Rig P18 - Macae,Eurocopter  AS332L2 Super Puma,20,17,3,5,4,1,0,5
2008-03-03,2008,"Near Bethani, Nepal",United Nations Mission,,Mi-17,10,7,3,10,7,3,0,10
2008-04-03,2008,"Lawa, Suriname",Blue Wing Airlines,Paramaribo - Lawa,Antonov An-28,19,17,2,19,17,2,0,19
2008-04-09,2008,"Bundeena, Australia",Avtex Air Services,Sydney - Brisbane,Swearingen SA227AC Metroliner III,1,0,1,1,0,1,0,1
2008-04-11,2008,"Chrisinau, Moldova",Kata Transportation,"Chrisinau, Moldova - Antalya, Turkey - Sudan",Antonov An-32,8,0,8,8,0,8,0,8
2008-04-15,2008,"Goma, Congo",Hewa Bora Airways,Goma - Kisangani - Kinshasa,McDonnell Douglas DC-9-51,85,79,6,0,0,0,47,47
2008-04-16,2008,"Off Annobon Island, Equatorial Guinea",Military - Government of Equatorial Guinea,Bata - Annobon Island,Antonov An-32B,13,8,5,13,8,5,0,13
2008-04-28,2008,"Off Crimea, Black Sea",Naftogaz,,Mil Mi-8T,20,18,2,20,18,2,0,20
2008-05-17,2008,"Stehekin, Washington",Chelan Air Service,Chelan - Stehekin,de Havilland Canada DHC-2 Mark I Beaver,5,4,1,2,2,0,0,2
2008-05-24,2008,"Two Harbors, Catalina Island, California",Island Express Helicopter Service,Long Beach - Two Harbors,Eurocopter AS350D Astar,6,5,1,4,3,1,0,4
2008-05-26,2008,"Near Chelyabinsk, Russia",Moskovia Airlines,Chelyabinsk - Perm,Antonov An-12,9,0,9,9,0,9,0,9
2008-05-29,2008,"Panama City, Panama",Military - Servicio Aereo Nacional,Tocumen - Colon,Bell UN-1N Huey,12,9,3,11,9,2,0,11
2008-05-30,2008,"Tegucigalpa, Honduras",TACA International Airlines,"San Salvador, El Salvador - Tegucigalpa, Honduras - Miami",Airbus A-320-233,136,131,5,3,2,1,2,5
2008-06-08,2008,"Huntsville, Texas",PHI Air Medical,Huntsville-Houston,Bell 407,4,1,3,4,1,3,0,4
2008-06-10,2008,"Khartoum, Sudan",Sudan Airways,Aman - Damascus - Khartoum,Airbus A-310-324,214,203,11,32,31,1,0,32
2008-06-18,2008,"Hyannis, Massachusetts",Wiggins Airways,Hyannis - Nantucket,de Havilland Canada DHC-6 Twin Otter 100,1,0,1,1,0,1,0,1
2008-06-20,2008,"Bannang Sata, Thailand",Military - Thai Army,,Bell UH-1N,10,8,2,10,8,2,0,10
2008-06-26,2008,"Near Salak Mountain, Indonesia",Military - Indonesian Air Force,Jakarta - aerial survelliance,CASA NC-212,18,13,5,18,13,5,0,18
2008-06-27,2008,"Near Malakal, Sudan",Juba Air Cargo,Khartoum - Juba,Antonov 12BK,8,6,2,7,5,2,0,7
2008-06-29,2008,"Flagstaff, Arizona",Air Methods / Classic Helicopters,Medical flight,Bell 407 / Bell 407,7,5,2,6,4,2,0,6
2008-06-30,2008,"Near Khartoum, Sudan",Ababeel Aviaition,Khartoum - Juba,Ilysushin Il-76TD,4,0,4,4,0,4,0,4
2008-07-06,2008,"Saltillo, Mexico",USA Jet Airlines,"Hamilton, Ont, Can.- Shreveport, LA - Saltillo, Mexico",Douglas DC9-15F,2,0,2,1,0,1,0,1
2008-07-07,2008,"Near Bogota, Colombia",Centurian Air Cargo,"Bogota, Colombia - Miami, FL",Boeing B-747-209BSF,8,0,8,0,0,0,3,3
2008-07-31,2008,"Owatonna, Minnesota",East Coast Jets,"Atlantic City, NJ- Owatonna,MN",British Aerospace BAe-125-800A,8,6,2,8,6,2,0,8
2008-08-03,2008,"North Vancouver Island, British Colombia, Canada",Pacific Coastal Airlines,"Port Hardy - Chamiss Bay, Vancouver Island",Grumman G-21A Goose,7,6,1,5,4,1,0,5
2008-08-05,2008,"Near Junction City, California",Junction City Fire Department,Ferrying fire fighters,Sikorsky S-61N,13,11,2,9,8,1,0,9
2008-08-06,2008,"Sunat Tanon, Thailand",Military - Royal Thai Air Force,Betong - ?,Bell Huey UH-1H,10,8,2,10,8,2,0,10
2008-08-13,2008,"K-50 Airport, Somalia",Fly 540,Kenya - Somalia,Fokker F-27 Friendship 500,3,0,3,3,0,3,0,3
2008-08-20,2008,"Madrid, Spain",Spanair,"Madrid - Las Palmas, Canary Islands",McDonnell Douglas MD-82,172,166,6,154,148,6,0,154
2008-08-24,2008,"Bishkek, Kyrgyzstan",Itek Air,"Bishkek - Tehran, Iran",Boeing B-737-219,90,83,7,68,67,1,0,68
2008-08-30,2008,"Near Toacaso, Ecuador",Conviasa,Caracas - Latacunga,Boeing B-737-291,3,0,3,3,0,3,0,3
2008-09-01,2008,"Columbus, Ohio",Air Tahoma,Colombus - Mansfield,Convair CV-580,3,0,3,3,0,3,0,3
2008-09-03,2008,"Off Dubai, United Arab Emirates",Aerogulf,,Bell 212,7,5,2,7,5,2,0,7
2008-09-14,2008,"Perm, Russia",Aeroflot,Moscow - Perm,Boeing B-737-505,88,82,6,88,82,6,0,88
2008-09-19,2008,"Columbia, South Carolina",Global Executive Aviation,"Colombia, SC - Los Angeles, CA",Learjet 60,6,4,2,4,2,2,0,4
2008-09-27,2008,"Camp Springs, Maryland",Maryland State Police,Medical evacuation flight,Aerospatiale SA365N-1 Dauphin II,5,4,1,4,3,1,0,4
2008-10-08,2008,"Lukla, Nepal",Yeti Airlines,Katmandu - Lukla,de Havilland Canada DHC-6 Twin Otter 300,19,16,3,18,16,2,0,18
2008-10-15,2008,"Aurora, Illinois",Air Angles Inc.,Sandwich - Chicago,Bell 222,4,1,3,4,1,3,0,4
2008-11-13,2008,"Fallujah, Iraq",Falcon Aviation Group,al-Asad air base - Baghdad,Antonov An-12,7,0,7,7,0,7,0,7
2008-11-16,2008,"Thormanby Island, British Columbia, Canada",Pacific Coastal Airlines,Vancouver - Powell River - Toba Inlet,Grumman G-21A Goose,8,7,1,7,6,1,0,7
2008-11-27,2008,"Off Perpignan, France",XL Airways leased from Air New Zealand,Training,Airbus A320-232,7,0,7,7,0,7,0,7
2008-12-03,2008,"San Juan, Puerto Rico",Webstas Aviation Services Inc.,"Tortola Virgin Islands - San Juan, PR",Rockwell International 690B,3,2,1,3,2,1,0,3
2008-12-11,2008,"Off Sabine Pass, Texas",Rotorcraft Leasing Co,Sabine Pass - Oil Platform,Bell 206-L4 Jet Ranger III,3,3,2,3,3,2,0,3
2008-12-15,2008,Off Turks and Caicos Islands,Alantis Aviation,"Santiago, Dominican Republic - Providenciales",Britten Norman BN-2A Trislander Mk3,12,11,1,12,11,1,0,12
2008-12-20,2008,"Denver, Colorado",Continental Airlines,Denver - Houston,Boeing 737-500,115,110,5,0,0,0,0,0
2009-01-01,2009,"Lubock, Texas",Empire Airlines leased from FedEx,Fort Worth - Lubbock,ATR-42-320,2,0,2,2,0,2,0,2
2009-01-04,2009,Near Houma Louisiana,Petroleum Helicopters Inc,Bayou Penchant - Off shore oil fields,Sikorsky S-76C++,9,7,2,8,6,2,0,8
2009-01-15,2009,"Adraskan district, Afghanistan",Afghan Army,,Mil Mi-17,13,,,13,,,0,13
2009-01-15,2009,"New York, New York",US Airways,"New York, NY- Charlotte, NC",Airbus A320-214,155,150,5,0,0,0,0,0
2009-02-07,2009,"Manacapuru, Brazil",Aerotaxi Manaus,Coari - Manus,Bandeirante EMB-110P1,28,26,2,24,22,2,0,24
2009-02-12,2009,"Clarence Center, New York",Continental Connection/Colgan Air,"Newark, N.J. - Buffalo, NY",Bombardier DHC-8-402 Q400,49,44,5,49,44,5,1,50
2009-02-15,2009,"Chanco, Chile",Flight Service,,Bell UH-1H,13,12,1,13,12,1,0,13
2009-02-20,2009,"Luxor, Egypt",Aerolift,"Entebbe, Uganda - Luxor, Egypt - Niklaev, Ukraine",Antonov 12V,5,0,5,5,0,5,0,5
2009-02-25,2009,"Amsterdam, Netherlands",Turkish Airlines,"Istanbul, Turkey - Amsterdam, Netherlands",Boeing 737-8F2,134,127,7,9,6,3,0,9
2009-03-09,2009,"Lake Victoria, Uganda",Aerolift,"Entebbe, Uganda - Mogadishu, Somalia",Ilyushin Il-76T,11,7,4,11,7,4,0,11
2009-03-12,2009,"Off St. Johns, Newfoundland",Cougar Helicopters,St. Johns - Hibernia platform,Sikorsky S-92A,18,16,2,17,15,2,0,17
2009-03-22,2009,"Butte, Montana",Eagle Cap Leasing,"Oroville, CA - Butte, MT",Pilatus PC-12/45,14,13,1,14,13,1,0,14
2009-03-23,2009,"Tokyo, Japan",FedEx,"Guangzhou, China - Tokyo, Japan",McDonnell Douglas MD-11,2,0,2,2,0,2,0,2
2009-04-01,2009,"Off Crimond, Scotland",Bond Offshore Helicopters,Miller field - Aberdeen,Eurocopter AS 332L2 Super Puma 2,16,14,2,16,14,2,0,16
2009-04-06,2009,"Bandung, Indonesia",Military - Indonesian Air Force,Militiary training,Fokker F-27 Friendship 400M,24,18,6,24,18,6,0,24
2009-04-09,2009,"Near Wamena, Indonesia",Aviastar Mandiri,Jayapura - Wamena,British Aerospace BAe-146-300,6,0,6,6,0,6,0,6
2009-04-29,2009,"Massamba, Democratic Republic of Congo",Bako Air,"Bangui, CAR- Brazzaville, Congo - Harare, Zimbabwe",Boeing B-737-200,7,5,2,7,5,2,0,7
2009-05-03,2009,"Near El Alto de Rubio, Venezuela",Military - Venezuelan Army,Patrol,Mi-35,18,16,2,18,16,2,0,18
2009-05-20,2009,"Near Madiun, Indonesia",Military - Indonesian Air Force,Jakarta - Maduin,Lockheed C-130 Hercules,112,98,14,112,98,14,2,114
2009-05-26,2009,"Near Isiro, Democratic Republic Congo",Service Air,Goma - Isiro,Antonov An-26,4,0,4,4,0,3,,
2009-06-01,2009,"Atlantic Ocean, 570 miles northeast of Natal, Brazil",Air France,Rio de Janeiro - Paris,Airbus A330-203,228,216,12,228,216,12,0,228
2009-06-07,2009,"Near Port Hope Simpson, Newfoundland, Canada",Strait Air,Lourdes de Blanc Sablon - Port Hope Simpson,Britten-Norman BN-2A-27 Islander,1,0,1,1,0,1,0,1
2009-06-08,2009,"State of Arunachal Pradesh, India",Military - Indian Air Force,Mechuka - Jorhat,Antonov An-32,13,6,7,13,6,7,0,13
2009-06-29,2009,"Near Wamena, Indonesia",Aviastar Mandiri,"Dekari - Wamena, Indonesia",de Havilland Canada DHC-6 Twin Otter 300,3,0,3,3,0,3,0,3
2009-06-30,2009,"Off Mitsamiouli, Comoros",Yemenia Airway,"Sana'a, Yemen - Moroni, Comoros",Airbus A310-324,153,142,11,152,141,11,0,152
2009-07-03,2009,"Near,  Peshawar ,  Pakistan",Military - Pakistan Army,,Mil Mi-17,26,24,2,26,24,2,0,26
2009-07-15,2009,"Near Qazvin, Iran",Caspian Airlines,"Tehran, Iran - Yerevan, Armenia",Tupolev 154M,168,153,15,168,153,15,0,168
2009-07-19,2009,"Kandahar Airport, Afghanistan",Vertical-T Air,,Mil Mi-8,21,,,16,,,0,16
2009-07-24,2009,"Mashad, Iran",Aria Airlines,Tehran - Mashad,Ilyushin Il-62M,153,138,15,16,3,13,0,16
2009-08-02,2009,"Ampisibil Village, Indonesia",Merpati Nusantara Airlines,Jayapura - Oksibil,de Havilland Canada DHC-6 Twin Otter 300,16,13,3,16,13,3,0,16
2009-08-04,2009,"Koh Samui, Thailand",Bangkok Airlines,Karabi - Koh Samui,ATR-72-212A,72,68,4,1,0,1,0,1
2009-08-08,2009,"New York, New York",Liberty Helicopter Sightseeing Tours / Private,"Sightseeing / Teteboro - Ocean City, NJ",Eurocopter AS-350BA / Piper PA-32R-300,9,7,2,9,7,2,0,9
2009-08-11,2009,"Near Port Moresby, Papua New Guinea",Airlines  PNG,Port Moreby - Kokoda,de Havilland Canada DHC-6 Twin Otter 300,13,11,2,13,11,2,0,13
2009-08-26,2009,"Nganga Lingolo, Congo",Aero Fret Business,Pointe Noire - Brazzaville,Antonov An-12BK,7,2,5,7,2,5,0,7
2009-09-08,2009,"Ugamsk Gorge, South Kazakistan",Military - Kazakhstan border guard service,Patrol,Mil Mi-8,13,,,10,,,0,10
2009-09-24,2009,"Merebank, South Africa",SA Airlink,"Durban - Pietemaritburg, South Africa",British Aerospace Jetstream 41,3,0,3,1,0,1,0,1
2009-09-25,2009,"Georgetown, South Carolina",Omniflight Helicopters Inc.,Charleston - Conway,Eurocopter AS350-B2,3,2,1,3,2,1,0,3
2009-10-17,2009,"Manila, Philippines",Victoria Air,"Manila - Puerto Princesa, Philippines",Douglas DC-3C,4,0,4,4,0,4,0,4
2009-10-21,2009,"Sharjah, United Arab Emirates",Azzi,"Sharjar, UAE- Khartoum, Sudan",Boeing 707-330C,6,0,6,6,0,6,0,6
2009-10-22,2009,"Off Bonaire, Netherlands Antilles",Divi Divi Air,"Curacao - Bonaire, Netherlands Antilles",Britten-Norman BN-2A-8 Island,10,9,1,1,0,1,0,1
2009-11-01,2009,"Off Mongokhto, Russia",Military - Russian Navy,Ferrying,Tupolev Tu-142M3,11,0,11,11,0,11,0,11
2009-11-01,2009,"Mirny, Russia",Russian Ministry of Interior,Mirnyy - Irkutsk,Ilyushin Il-76,11,0,11,11,0,11,0,11
2009-11-12,2009,"Kigali, Rwanda",Rwandair,"Kigali, Rwanda - Entebbe, Uganda",Canadair CRJ-100ER,15,12,3,1,1,0,0,1
2009-11-14,2009,"Near Reno, Nevada",Mountain Lifeflight,"Reno, NV - Susanville, CA",Aerospatiale AS350,3,0,3,3,0,3,0,3
2009-11-28,2009,"Shanghai, China",Avient Aviation,"Shanghai, China - Bishkek, Kyrgyzstan",McDonnell Douglas MD-11F,7,0,7,3,0,3,0,3
2009-11-29,2009,"Lyall Harbour, BC, Canada",Seair Seaplanes,Lyall Harbour - Vancouver,de Havilland Canada DHC-2 Beaver MK- 1,8,7,1,6,6,0,0,6
2010-01-22,2010,"Off Sand Point, Alaska",Alaska Central Express,Sand Point - Anchorage,Beechcraft 1900C-1,2,0,2,2,0,2,0,2
2010-01-25,2010,"Off Na'ameh, Lebanon",Ethiopian Airlines,"Beirut, Lebanon - Addis Ababa, Ethiopia",Boeing 737-8AS,90,82,8,90,82,8,0,90
2010-01-25,2010,"Near Senador Jose Porfírio, Brazil",Piquiatuba Taxi Aereo,Belem - Senador Jose Porfírio,Embraer EMB-110C Bandeirante,10,8,2,2,1,1,0,2
2010-01-28,2010,"Cotabato City, Philippines",Military - Philippine Air Force,Cotabato Cty - Zamboanga City,GAF N22B Nomad,8,6,2,8,6,2,1,9
2010-02-14,2010,"Near Saada, Yemen",Military - Yemeni Arm,,Helicopter,11,9,2,11,9,2,2,13
2010-04-10,2010,"Smolensk, Russia",Military - Polish Air Force,"Warsaw, Poland - Smolensk Russia",Tupolev 154M,96,88,8,96,88,8,0,96
2010-04-10,2010,"Near Yelizovo, Russia",Kamchatka Airlines,Elizovo - Dukup,Mi-8,18,15,3,10,8,2,,
2010-04-13,2010,"Monterey, Mexico",Airborne Freight Company Union,Mexico City - Monterey - Los Angeles,Airbus A300B4-203F,5,0,5,5,0,5,2,7
2010-04-21,2010,"Pampanga, Philippines",Interisland Airlines,Cebu - Pampanga,Antonov An-12BP,6,0,6,3,0,3,0,3
2010-05-12,2010,"Tripoli, Libya",Afriqiyah Airways,"Johannesburg, South Africa - Tripoli, Libya",Airbus A330-202,104,93,11,103,92,11,0,103
2010-05-15,2010,"Near Poeketi, Suriname",Blue Wings Airlines,Godo Holo Air Strip - Paramaribo,Antonv An-28,8,6,2,8,6,2,0,8
2010-05-17,2010,"Salang pass, Afghanistan",Pamir Airlines,Kunduz - Kabul,Antonv An-24B,44,38,6,44,38,6,0,44
2010-05-22,2010,"Mangalore, India",Air India Express,"Dubai, UAE - Mangalore, India",Boeing 737-8HG,166,160,6,159,153,6,0,159
2010-06-19,2010,"Yangadou, Cameroon",Aero Service,Yaoundé-Nsimalen - Yangadou Mine Airstrip,CASA 212 Aviocar,11,9,2,11,9,2,0,11
2010-06-23,2010,"Quebec, Canada",Aéropro,Quebec -Sept-Îles,Beechcraft A100 King Air,7,5,2,7,5,2,0,7
2010-07-05,2010,"Tuzla, Romania",Military - Romainian Air Force,Tuzla - Tuzla,Antonov AN-2,14,10,4,12,,3,0,12
2010-07-28,2010,"Islamabad, Pakistan",Airblue,Karachi - Islamabad,Airbus A321-231,152,146,6,152,146,6,0,152
2010-07-28,2010,"Near Elmendorf AFB, Alaska",Military - US Air Force,Practice maneuvers,McDonnell Douglas C-17A Globemaster III,4,0,4,4,0,4,0,4
2010-08-01,2010,"Near Denali National Park, Alaska",All West Freight,Palmer-Wolf - Unalakleet,Fairchild C-123K,3,0,3,3,0,3,0,3
2010-08-03,2010,"Igarka, Russia",Katekavia Airline,Karsnoyarsk - Igarka,Antonov An-24 V,15,12,3,12,11,1,0,12
2010-08-09,2010,"Near Dillingham, Alaska",GCI Communications Corp.,Lake Nerka - Nushagak River,de Havilland Canada DH-3T Otter,9,8,1,5,4,1,0,5
2010-08-16,2010,"San Andreas Island, Colombia",AIRES Colombia,Bogota - San Andreas Island,Boeing B-737-73V,131,125,6,2,2,0,0,2
2010-08-21,2010,"Off Kaminshak Bay, Alaska",Branch River Air Service,Swikshak Lagoon - King Salmon,de Havilland Canada DHC-2 Beaver,4,3,1,4,3,1,0,4
2010-08-24,2010,"Bastipur, Nepal",Agni Air,Kathmandu - Lukla,Dornier 228-101,14,11,3,14,11,3,0,14
2010-08-24,2010,"Yichun, China",Henan Airlines,Harbin - Yichun,Embraer ERJ-190-100LR,96,91,5,44,41,3,0,44
2010-08-25,2010,"Bandundu, Congo Democratic Republic",Filair,Kinshasa - Bandundu,Let 410UVP-E,20,17,3,19,16,3,0,19
2010-08-27,2010,"Buena Vista, Venezuela",Military - Venezuelan National Guard,Buena Vista - Cararabo,Mi 17V-5,10,,,10,,,0,10
2010-09-03,2010,"Dubai, United Arab Emirates",United Parcel Service- UPS,"Dubai - Bonn, Germany",Boeing B747-44AF,2,0,2,2,0,2,0,2
2010-09-04,2010,Fox Glacier Airstrip,Sky Dive New Zealand,Fox Glacier Airstrip - Fox Glacier Airstrip,Fletcher FU-24-954,9,8,1,9,8,1,0,9
2010-09-13,2010,"Puerto Ordaz, Venezuela",Conviasa Airline,Porlamar - Puerto Ordaz,ATR 42-320,51,47,4,17,14,3,0,17
2010-09-21,2010,"Chopan district, Zabul Province, Afghanistan",International Security Assistance Force,,Sikorsky UH-60 Black Hawk,13,,,10,,,0,10
2010-10-06,2010,"Rasht Valley, Tajikistan",Military - Tajik National Guard,,Mi-8,28,,,28,,,0,28
2010-10-12,2010,"Near Kabul, Afghanistan",National Air Cargo,Bagram AB - Kabul,Lockheed L-100 Hercules,8,0,8,8,0,8,0,8
2010-10-21,2010,"Near Bugulumisa, Congo",Tracep,Bukavu - Shabund,Let 410UVP,2,0,2,2,0,2,0,2
2010-11-04,2010,"Near Guasimal, Cuba",Aerocaribbean,Santiago de Cuba- Havana,ATR-72-212,68,61,7,68,61,7,0,68
2010-11-05,2010,"Near Karachi, Pakistan",JS Air,Karachi - Oil compound in Sindh province,Beechcraft 1900C-1,21,17,4,21,17,4,0,21
2010-11-25,2010,"Strezhevoy, Russia",NARZ,,Mil Mi-8T,10,,,7,,,0,7
2010-11-28,2010,"Karachi, Pakistan",Sun Way,Karachi - Khartoum,Ilyushin Il-76TD,8,0,8,8,0,8,4,12
