fecha,año,ruta,operador,tipo vuelo,tipo aeronave,total personas a bordo,pasajeros a bordo,tripulación a bordo,cantidad de fallecidos,pasajeros fallecidos,tripulación fallecida,fallecidos en tierra,total fallecidos
1930-01-13,1930,"Antananarivo, Madagascar",Air Orient,Antananarivo - Paris,Farman 190,3,0,3,3,0,3,0,3
1930-01-19,1930,"Oceanside, California",Maddux Airlines,"Aqua Caliente, Mexico - Los Angeles",Ford 5-AT-C Tri Motor,16,14,2,16,14,2,0,16
1930-01-25,1930,"Off Ceuta, Spain",Aeropostale,Casablanca - Alicante,Latecoere 25,2,0,2,2,0,2,0,2
1930-01-27,1930,"Kansas City, Missouri",Central  Airlines (Universal Aviation Corporation),"Wichita - Kansas City, KS",Travel Air A6000A,5,4,1,5,4,1,0,5
1930-02-03,1930,"Hartford, Connecticut",Colonial Air Transport,"Newark, NJ - Hartford, CT",Pitcairn PA-6 Mailwing,1,0,1,1,0,1,0,1
1930-02-10,1930,"Marden, England",Air Union,Paris - Croydon,Farman F-63,6,3,3,2,2,0,0,2
1930-04-18,1930,"Jersey City, New Jersey",Canadian Colonial Airways,"Albany, NY - Jersey City, NJ",Fairchild 71,4,3,1,4,3,1,0,4
1930-05-10,1930,"Buenos Aires, Argentina",Aeropostale,Buenos Aires - Montevideo,Latecoere 28,4,2,2,3,1,2,0,3
1930-06-05,1930,"Boston, Massachusetts",Colonial Air Transport,Boston - Newark,Ford Tri-Motor 5,15,13,2,1,1,0,0,1
1930-07-07,1930,"Bornholm, Denmark",Deutsche Lufthansa,Stettin - Norway,Dornier Wal,8,5,3,5,4,1,0,5
1930-07-10,1930,"Arkansas Pass, Texas",Cross Airways,Port Aransas - Kansas City,Lockheed Vega 5,5,4,1,5,4,1,0,5
1930-07-21,1930,"Near Meopham, Kent, England",Walcot Air Line,"London - Le touquet, France",Junkers F-13ge,6,4,2,6,4,2,0,6
1930-08-22,1930,"Iglau, Czechoslovakia",Ceskoslovenske Aerolinie,Prague - Bratislava,Ford 5-AT-C Tri Motor,11,10,1,10,9,1,0,10
1930-09-11,1930,"Croydon, England",Sabena,Croydon - Brussels,Sabca F-VII,2,0,2,2,0,2,0,2
1930-09-25,1930,"Edmonton, Alberta, Canada",Western Canada Airways,Calgary - Moosejaw,Boeing 40,3,2,1,3,2,1,0,3
1930-10-05,1930,"Near Beauvais, France",Military - British Air Ministry,"Cardington, England - Karachi, Pakistan",Royal Airship Works R-101,54,,,48,,,0,48
1930-10-06,1930,"Dresden, Germany",Deutsche Lufthansa,Berlin - Vienna,Messerschmitt M-20B,8,6,2,8,6,2,0,8
1930-10-12,1930,"La Rache, Morocco",Aeropostale,Casablanca - Bahat - Toulouse,Latecoere 28,4,3,1,4,3,1,0,4
1930-10-13,1930,"Perth, Australia",Wings Ltd,,de Havilland DH.80 Puss Moth,3,2,1,3,2,1,,
1930-10-28,1930,"Prince Rupert, BC, Canada",Alaska-Washington Airways,,Lockheed Vega,3,2,1,3,2,1,0,3
1930-10-30,1930,"Near Neufchatel, France",Imperial Airways,"Paris, France - London, England",Handley Page W-8,6,3,3,3,2,1,0,3
1930-10-30,1930,"Brookston, Indiana",Embry Riddle Company,,Pitcairn PA-6 Mailwing,1,0,1,1,0,1,0,1
1930-11-07,1930,"Off of Santos, Brazil",Syndicato Condor,Porto Alegre - Laguna - Rio de Janeiro,Junkers G-24,9,8,1,1,1,0,0,1
1930-11-18,1930,"Techachapi Mountains, California",Pacific Air Transport,"Burbank, CA - Oakland, CA",Boeing 40,3,0,3,3,0,3,,
1930-12-09,1930,"Shanghai, China",China National Aviation Corporation,Shanghai - Hankow,Loening C-W Air Yaht,6,4,2,4,2,2,0,4
1931-01-08,1931,"Melle, Belgium",Sabena,Brussels - London,Fokker F-VII,2,0,2,2,0,2,0,2
1931-01-22,1931,"Bluff Mountain, Washington",Varney Air Lines,Portland - Pasco,Boeing 40,1,0,1,1,0,1,0,1
1931-02-08,1931,"Wairoa, New Zealand",Dominion Air Lines,Gisborne - Hastings,Desoutter II,3,2,1,3,2,1,0,3
1931-02-20,1931,"Bagot, Manitoba, Canada",Western Canada Airways,Winnigeg - Moosejaw,Fokker Universal F-14,3,2,1,2,2,0,0,2
1931-02-24,1931,Off Spain,Aeropostale,Algiers – Marseille,Latecoere 32,3,0,3,1,0,1,0,1
1931-03-21,1931,"New South Wales, Australia",Australian National Airways,Sydney - Melbourne,Avro 10,8,6,2,8,6,2,0,8
1931-03-31,1931,"Bazaar, Kansas",Trans Continental and Western Air,Kansas City - Wichita -  Los Angeles,Fokker F10A Trimotor,8,6,2,8,6,2,0,8
1931-04-14,1931,"Near Letschen, Germany",Deutsche Lufthansa,,Messerschmitt M-20,10,7,3,2,0,2,0,2
1931-05-05,1931,"Burbank, California",Pacific Air Transport,San Diego - Los Angeles,Boeing 40,2,0,2,2,0,2,0,2
1931-05-22,1931,"Wampit, Australia",Guiena Airways,Lae - Bulolo,Junkers W-34,1,0,1,1,0,1,0,1
1931-05-24,1931,"Bellefonte, Pennsylvania",National Air Transport,,Boeing 95,1,0,1,1,0,1,0,1
1931-06-07,1931,"Near Sandoway, Burma",Air Orient,Saigon - Karachi,Fokker F-VIIB,4,0,4,4,0,4,0,4
1931-06-11,1931,"Walbridge, Ohio",Rubner Flying Service,,Lockheed Vega 2,3,1,2,2,0,2,0,2
1931-06-13,1931,"Saarbrucken, Germany",Deutsche Lufthansa,Cologne - Saarbrucken,Dornier Merkur,4,2,2,4,2,2,0,4
1931-07-12,1931,"Chicago, Illinois",Braniff Airlines,Chicago - Detroit,Lockheed Vega,2,0,2,2,0,2,0,2
1931-07-14,1931,"Temora, Australia",Australian Aerial Services,,Lasco Lascowl,2,0,2,2,0,2,0,2
1931-07-21,1931,"Centralia, Illinois",American Airways,,Pitcairn PA-6 Mailwing,1,0,1,1,0,1,0,1
1931-07-24,1931,"Kurudjevo, Bulgaria",CIDNA,Constantinople - Budapest,Fokker F-VII,7,5,2,7,5,2,0,7
1931-08-09,1931,"Cincinnati, Ohio",American Airways,Cincinnati - Atlanta,Ford 5-AT-C Tri Motor,6,4,2,6,4,2,0,6
1931-09-14,1931,"Chicago, Illinois",Chicago-Detroit Airways,,Lockheed Vega,1,0,1,1,0,1,0,1
1931-09-15,1931,"Near Craiova, Oltenia, Romania",CIDNA,Paris - Bucharest,Fokker F-VIIb-3m,6,4,2,6,4,2,0,6
1931-09-16,1931,"Oakland, California",Pacific Air Transport,"Oakland, CA - Seattle, WA",Boeing 40,4,3,1,4,3,1,0,4
1931-10-06,1931,"Novia Scotia, Canada",Deutsche Lufthansa,Sydney - New York,Heinkel HE-2,3,0,3,3,0,3,0,3
1931-10-14,1931,Brazil,Syndicato Condor,,Dornier Wal,3,0,3,3,0,3,0,3
1931-11-05,1931,"Camden, New Jersey","NY, Phil., Washington AW","Newark, NJ  - Camden, NJ - Washington DC",Lockheed Orion 9,5,4,1,5,4,1,0,5
1931-11-13,1931,"Sir Lowry's pass, South Africa",Union Airways,Durban - Cape Town,De Havilland DH.80,3,2,1,3,2,1,0,3
1931-11-23,1931,"Salt Lake City, Utah",Boeing Air Transport,,Boeing 40,1,0,1,1,0,1,0,1
1931-11-24,1931,"Near Tsinan, China",China National Aviation Corporation,Nanking - Peiking,Stinson,3,1,2,3,1,2,0,3
1931-11-26,1931,"Pasco, Washington",Varney Air Lines,"Portland,  OR - Pasco, WA",Boeing 40,1,0,1,1,0,1,0,1
1931-12-05,1931,"Kewanee, Illinois",Braniff Airways,Kansas City - Chicago,Lockheed Vega 5,6,5,1,2,2,0,0,2
1931-12-06,1931,"Bangkok, Thailand",KLM Royal Dutch Airlines,Djakarta - Amsterdam -  Bangkok - Rangoon (Burma),Fokker F-VIIb-3M,7,3,4,5,2,3,0,5
1931-12-09,1931,Off Algiers,Aeropostale,Marseille - Algiers,CAMS 56,2,0,2,2,0,2,0,2
1931-12-31,1931,"Springfield, Ohio",American Airways,"Port Colombus, OH - Louisville, KY",Fairchild Pilgrim 100A,5,4,1,4,4,0,0,4
1932-01-21,1932,"Colvin Park, Ilinois",Northwest Airways,"Rockford - Chicago, IL - Madison, WI",Stinson SM-2A,1,0,1,1,0,1,0,1
1932-01-29,1932,"Lebec, California",Century Pacific Lines,"San Francisco - Bakersfield - Los Angeles, CA",Stinson SM-6000B,8,7,1,8,7,1,0,8
1932-02-01,1932,"Off Miami, Florida",Bimini Airways,Miami - Bimini,Fairchild,5,4,1,5,4,1,0,5
1932-02-02,1932,"Rio Vista, California",Boeing Air Transport,,Boeing 40,2,0,2,1,0,1,0,1
1932-02-02,1932,"Marcellus, Michigan",Transamerican Airlines,Chicago - Kalamazoo,Stearman C-3MB,1,0,1,1,0,1,0,1
1932-02-27,1932,"Off Setiba, Brazil",Aeropostale,,Latecoere 28,3,0,3,3,0,3,0,3
1932-03-08,1932,"Saint Louis, Illinois",Century Air Lines,Training,Stinson SM-6000B,5,0,5,3,0,3,0,3
1932-03-19,1932,"Calimesa, California",American Airways,"Phoenix, AZ - Los Angeles, CA",Fokker F-10A,7,5,2,7,5,2,0,7
1932-03-21,1932,"Steubenville, Ohio",Trans Continental and Western Air,Columbus - McKeesport,Northrop Alpha 3,1,0,1,1,0,1,0,1
1932-03-29,1932,"Rutbah Wells, Iraq",Air Orient,Damascus - Baghdad - Karachi,Farman F-190,3,1,2,3,1,2,0,3
1932-03-31,1932,"Bedford, Ohio",National Air Transport,,Boeing 95,1,0,1,1,0,1,0,1
1932-04-21,1932,"Fort Wayne, Indiana",Transamerica Airlines,,Stearman C-3MB,1,0,1,1,0,1,0,1
1932-05-16,1932,"Burbank, California",Pacific Air Transport,San Diego - Burbank - Oakland,Boeing 40,3,2,1,3,2,1,0,3
1932-05-30,1932,"Portland, Oregon",Varney Air Lines,,Boeing 40,2,0,2,1,0,1,0,1
1932-07-16,1932,"Mount El Plomo, near Vitacura, Chile",Panagra,"Santiago, Chile - Mendosa, Argentina",Ford 5-AT-C Tri Motor,9,6,3,9,6,3,0,9
1932-08-12,1932,"Beyrouth, Lebanon",Air Orient,Marseille - Naples - Beyrouth - Saigon,CAMS 53,7,3,4,0,0,0,0,0
1932-08-31,1932,"Tubergen, Germany",A B Aerotransport,Amsterdam - Hanover - Copenagen - Malmö,Junkers G-23,2,0,2,2,0,2,0,2
1932-09-08,1932,"Salt Flats, Texas",American Airways,El Paso - Dallas,Fokker F-10,4,2,2,3,1,2,0,3
1932-09-17,1932,"Selsdon Park, England",Air Union,,Liore-et-Olivier 213,2,0,2,1,0,1,0,1
1932-09-18,1932,"Byron Bay, Australia",New England Airways,Sydney - Lismore - Brisbane,De Havilland DH-80,3,2,1,3,2,1,0,3
1932-10-12,1932,"Port Etienne, Mauritania",Aeropostale,Dakar - Port Etienne - Algiers - Paris,Latecoere 28,1,0,1,1,0,1,0,1
1932-10-26,1932,"Villa Monte, Bolivia",Lloyd Aero Boliviano,,Ford Tri-motor 5,2,0,2,2,0,2,0,2
1932-10-29,1932,"Ramsgate, England",Deutsche Lufthansa,London - Cologne - Berlin,Junkers W-33,2,0,2,2,0,2,0,2
1932-11-02,1932,"Echterpfuhl, Germany",Deutsche Lufthansa,Nuremberg - Frankfort,Junkers F-13,5,3,2,5,3,2,0,5
1932-11-25,1932,"Marianna, Arkansas",Hunter Airways,"Little Rock, AR - Memphis, TN",Travel Air 6000,2,1,1,2,1,1,0,2
1932-12-14,1932,"Amarillo, Texas",Trans Continental and Western Air,,Ford 5,2,0,2,2,0,2,0,2
1932-12-14,1932,"Rocky Ridge, Colorado",Boeing Air Transport,,Boeing 40,1,0,1,1,0,1,0,1
1932-12-26,1932,"Wau, Australia",Guinea Airways,,De Havilland DH-60,1,0,1,1,0,1,0,1
1933-01-10,1933,Algiers,Aeropostale,,CAMS 53,3,0,3,1,0,1,0,1
1933-01-14,1933,"Newark, New Jersey",Eastern Air Transport,Test flight,Curtiss Condor 18,2,0,2,2,0,2,0,2
1933-01-20,1933,"Marietta, Georgia",American Airways,,Stearman 4,1,0,1,1,0,1,0,1
1933-01-20,1933,"Bourne, Texas",American Airways,Big Springs - San Antonio,Stearman 4,1,0,1,1,0,1,0,1
1933-01-24,1933,"Eugene, Oregon",Pacific Air Transport,,Ford 5-AT-D,3,1,2,2,0,2,0,2
1933-03-11,1933,"Near Mendoza, Argentina",Pan American Grace Airways,"Mendoza, Argentina - Santiago, Chili",Fairchild FC-2W,2,0,2,2,0,2,0,2
1933-03-25,1933,"Hayward, California",Varney Airlines,Burbank - San Francisco,Lockheed Orion 9,3,2,1,3,2,1,11,14
1933-03-28,1933,"Near Dixmude, Belgium",Imperial Airways,"Cologne, Germany - Croydon, England",Armstrong Whitworth Argosy II,15,12,3,15,12,3,0,15
1933-04-03,1933,"Hemkenrode, Germany",Deutsche Lufthansa,,Junkers F-13,2,1,1,1,1,0,0,1
1933-04-04,1933,"Off Barnegat, New Jersey",Military - U.S. Navy,,Goodyear-Zeppelin U.S.S. Akron (airship),76,,,73,,,0,73
1933-04-23,1933,"Near Castrovillari, Calabria, Italy",Air Orient,Corfu - Naples,Cams 53-1,8,5,3,5,2,3,0,5
1933-04-29,1933,"Traunstein, Germany",Eurasia,,Junkers W-34,4,2,2,4,2,2,0,4
1933-05-09,1933,"Near Viladrau, Spain",Aeropostale - La Tecoere Company,Paris - Morroco,Latecoere 28-1,6,3,3,6,3,3,0,6
1933-06-04,1933,"Bowling Green, Virginia",Eastern Air Transport,,Pitcairns PA-6,1,0,1,1,0,1,0,1
1933-06-11,1933,"Glenview, Illinois",Palwaukee,Sightseeing,Sikorsky S-38B (flying boat),9,7,2,9,7,2,0,9
1933-07-18,1933,Aegean Sea,Societa Anonima Aero Expresso Italiana,Athens - Rhodes,CMASA Wal (flying boat),6,2,4,6,2,4,0,6
1933-08-29,1933,"Quay, New Mexico",Trans Continental and Western Air,"Amarillo, TX - Albuquerque, NM",Ford 5-AT-B Tri Motor,5,3,2,5,3,2,0,5
1933-09-12,1933,"Near Ljubljana, Yugoslavia",Aeroput,"Ljubjana - Susak, Croatia",Farman F-306,8,6,2,8,6,2,0,8
1933-10-10,1933,"Chesterton, Indiana",United Air Lines,Newark - Cleveland - Chicago - Oakland,Boeing 247,10,7,3,10,7,3,0,10
1933-10-31,1933,"Etobon, France",Air France,Zurich - Basel - Paris,Farman F-301,5,2,3,2,1,1,0,2
1933-11-09,1933,"Portland, Oregon",United Air Lines,"Seattle, WA - Dallas, TX",Boeing 247,10,7,3,4,3,1,,
1933-11-10,1933,"Moriarty, New Mexico",Trans Continental and Western Air,,Northrop Delta,1,0,1,0,0,0,0,0
1933-11-20,1933,"Near Tsinan, China",China National Aviation Corporation,Canton - Shanghai,Stinson,8,7,1,8,7,1,,
1933-11-21,1933,"Near Kharkov, Ukraine, USSR",Kalinin,Test flight,Kalinin K-7,20,0,20,14,0,14,0,14
1933-11-24,1933,"Wedron, Illinois",National Air Transport,,Boeing 247,2,0,2,2,0,2,0,2
1933-12-11,1933,"Hamburg, Germany",Deutsche Lufthansa,Berlin - Hamburg,Focke-Wulf A-17,10,8,2,6,4,2,0,6
1933-12-14,1933,"Eshowe, South Africa",Union Airways,,Junkers W-34,6,4,2,5,3,2,0,5
1933-12-30,1933,"Near Ruysselede, Belgium",Imperial Airways,"Brussels, Belgium - Croydon, England",Avro 10,10,8,2,10,8,2,0,10
1934-01-15,1934,"Corbigny, France",Air France,Saigon - Paris,Dewoitine D-332,14,10,4,14,10,4,0,14
1934-01-20,1934,"Carombe, France",Air France,,Breguet 280T,2,,,2,,,0,2
1934-02-23,1934,"Near Salt Lake City, Utah",Boeing Aircraft Company,Salt Lake City - Cheyenne,Boeing 247,8,5,3,8,5,3,0,8
1934-02-26,1934,"Rio de Oro, Morocco",Air France,,Latécoère 28,6,,,1,,,0,1
1934-03-06,1934,"Petersburg, Illinois",American Airways,"St. Louis, MO - Chicago, IL",Fairchild Pilgrim 100A,4,3,1,4,3,,0,4
1934-03-10,1934,"Pereira, Colombia",Pan American Airways (Scadta),Quiddo - Cartago,Sikorsky S-38 Flying Boat,6,4,2,5,3,2,0,5
1934-03-22,1934,"Near Lima, Peru",Pan American Grace Airlines,,Ford 5-AT-C Tri-Motor,15,12,3,3,0,3,0,3
1934-04-10,1934,"Ningpo Bay, China",China National Aviation Corporation,,Sikorsky S-38BB,3,1,2,3,1,2,0,3
1934-05-09,1934,English Channel,Air France,"Dieppe, France - New Haven, England",Wibault 282T,6,3,3,6,3,3,0,6
1934-05-31,1934,"Croydon, England",Air France,"Croydon, England - Paris, France",Liore-et-Olivier 213,2,0,2,2,0,2,0,2
1934-06-09,1934,"Mongaup Mountain, New York",American Airways,New York - Chicago,Curtiss Condor T-32,7,4,3,7,4,3,0,7
1934-06-11,1934,"Junin, Argentina",Panagra,Buenos Aires - Santiago,Ford 5-AT-C Tri-Motor,10,7,3,6,3,3,0,6
1934-06-22,1934,"Chausseehausen, Germany",Deutsche Lufthansa,,Dornier Merkur,7,5,2,1,0,1,0,1
1934-06-23,1934,"Burbank, California",Aerevias Centrales Air Service,Mexico - Burbank,Lockheed Orion,1,0,1,1,0,1,0,1
1934-07-09,1934,"San Bernardino, California",United Air Services,San Bernardion - Los Angeles,Lockheed Vega,4,3,1,3,2,1,0,3
1934-07-27,1934,"Near Tuttlingen, Germany",Swissair,Zurich - Stuttgart - Leipzig - Berlin,Curtiss AT-32C Condor,12,9,3,12,9,3,0,12
1934-08-05,1934,"Bahia, Brazil",Air France,,Latecoere 26,2,0,2,2,0,2,0,2
1934-08-10,1934,"Ningbo, China",China National Aviation Corporation,,Sikorsky S-38B,,,,,,,,
1934-08-31,1934,"Amazonia, Missouri",Rapid Air Transport,Kansas City - Saint Joseph - Omaha,Stinson  SM-6000B,5,4,1,5,4,1,0,5
1934-10-02,1934,English Channel,Hillman's Airways,Croydon - Paris,de havilland 89 Dragon Rapide,7,6,1,7,6,1,0,7
1934-10-03,1934,"Near Winton, Australia",Qantas,,de Havilland DH-50A,3,2,1,3,2,1,0,3
1934-10-19,1934,"Bass Strait, Australia",Holymans Airways,"Launceston, Tasmania - Melbourne, Australia",de Havilland DH-86,11,9,2,11,9,2,0,11
1934-11-02,1934,"Kiapit, Australia",Holdens Air Transport Service,Rabaul - Kaiapit,De Havilland DH-61,4,2,2,2,2,0,0,2
1934-11-15,1934,"Amazonia, Montana",Rapid Air Transport,Omaha - Kansas City,Stinson SM-6000-B,2,0,2,2,0,2,0,2
1934-11-15,1934,"Near Longreach, Australia",Qantas,London - Sydney,de Havilland DH-86,4,3,1,4,3,1,0,4
1934-12-07,1934,"Salchau, Germany",Deutsche Lufthansa,Berlin - Hanover,Junkers F-13,3,0,3,3,0,3,0,3
1934-12-08,1934,"Columbia, Missouri",Braniff Airlines,"Kansas City, MO - Chicago, IL",Lockheed Vega 5C,1,0,1,1,0,1,0,1
1934-12-10,1934,"Palma Soriano, Cuba",Cubana de Aviacion,Havana - Santiago de Cuba,Ford 4-AT-E Tri-motor,8,5,3,4,2,2,0,4
1934-12-20,1934,"Rutbah Wells, Syria",KLM Royal Dutch Airlines,"Amsterdam - Batavia, Java",Douglas DC-2-115A,7,3,4,7,3,4,0,7
1934-12-22,1934,"Sunbright, Tennessee",American Airlines,"Louisville, KY - Nashville, TN",Lockheed Orion 9D,1,0,1,1,0,1,0,1
1934-12-31,1934,,Aeroflot,,Tupolev ANT-9,10,8,2,10,8,2,0,10
1935-01-08,1935,"Near Karachi, Pakistan",Indian Air Force,Training,Wapiti,2,0,2,0,0,2,15,15
1935-01-26,1935,"Pittsburgh, Pennsylvania",Trans Continental and Western Air,"Newark, NJ - Columbus, OH",Consolidated Fleetster,1,0,1,1,0,1,0,1
1935-01-31,1935,"Stettin, Germany",Deruluft,Koenigberg - Berlin,Junkers JU-52/3m,11,8,3,11,8,3,0,11
1935-02-12,1935,"Off Point Sur, Californiia",Military - US Navy,,Goodyear-Zeppelin U.S.S. Macon (airship),83,0,83,2,0,2,0,2
1935-03-07,1935,"Schievelbein, Germany",Deruluft,,Rochrbach Roland,3,0,3,0,0,0,0,0
1935-03-15,1935,"El Arish, Egypt",Misrair,Jerusalem - Cairo,de Havilland Dragon 1,6,5,1,3,2,1,0,3
1935-03-29,1935,"Off Samland, Germany",Deutsche Lufthansa,Training,Junkers F-13,5,0,5,5,0,5,0,5
1935-04-01,1935,"Beauvais, France",Air France,,Farman F-300,3,0,3,1,0,1,0,1
1935-04-06,1935,"Brilon, Germany",KLM Royal Dutch Airlines,Prague Leipzig Essen Amsterdam Rotterdam,Fokker F-12,7,2,5,7,2,5,0,7
1935-05-01,1935,"Near Walsenberg, Colorado",Varney Air Lines,Pueblo - El Paso,Lockheed Vega,1,0,1,1,0,1,0,1
1935-05-06,1935,"Atlanta, Missouri",Trans Continental and Western Air,Los Angeles - Albuquerque - Kanasas City -  Washington,Douglas DC-2-112,14,12,2,5,3,2,0,5
1935-05-18,1935,"Near Moscow, Russia",Gor'ky Eskadril'ya,Demonstration,Tupolev ANT-20 / I-5,50,37,13,50,37,13,2,52
1935-05-18,1935,"Flint, Michigan",Knowles Flying Service of Detroit,Sightseeing,Ford model 4-AT-E,12,11,1,3,2,1,0,3
1935-05-27,1935,"Glendo, Wyoming",Wyoming Air Service,Billings - Sheridan - Casper - Cheyenne,Boeing 221,1,0,1,1,0,1,0,1
1935-05-28,1935,"Maywood, Illinois",Chicago and Southern Airlines,Chicago - St. Louis,Stinson SM6000B Tri-motor,2,1,1,2,1,1,0,2
1935-05-29,1935,"San Barbra, Honduras",,,,9,,,6,,,0,6
1935-06-24,1935,"Medellin, Colombia",Servicio Aereo Columbiano / SCADTA,Medellin - Bogotá,Ford Tri-Motor / Ford Tri-Motor,20,18,2,17,15,2,0,17
1935-07-14,1935,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,Amsterdam - Sweden,Fokker F-XXII,20,15,5,6,2,4,0,6
1935-07-19,1935,"Off Chandeleur Island, Mississippi",Wedell-Williams Air Service Corporation,"New Orleans, LA - Mobile, AL",General 102-E,2,1,1,2,1,1,0,2
1935-07-20,1935,"Pian Giacomo, Switzerland",KLM Royal Dutch Airlines,Milan - Frankfort - Amsterdam,Douglas DC-2,13,9,4,13,9,4,0,13
1935-07-23,1935,"Cardiff, United Kingdom",Jersey Airways,Cardiff - Saint-Helier,de Havilland DH-84 Dragon,8,7,1,1,3,0,0,1
1935-07-28,1935,"El Retiro, Colombia",Fuerza Aerea Colombiana,Palanquero - Tres Esquinas,Junkers W-34,5,3,2,5,3,2,0,5
1935-08-07,1935,"Cairo, Egypt",Ala Littoria,Guidonia - Cairo - Massawa - Asmara,Savoia-Marchetti S-66,7,3,4,7,3,4,0,7
1935-08-13,1935,"Hangow, China",China National Aviation Corporation,,Sikorsky S-38B,,,,,,,,
1935-08-14,1935,"Near Gilmer, Texas",Delta Air Lines,Dallas -  Atlanta,Stinson Model A,4,3,1,4,3,1,0,4
1935-08-15,1935,"Walakpa, near Point Barrow, Alaska",Private,,Lockheed Orion 9E Explorer float plane,2,1,1,2,1,1,0,2
1935-08-15,1935,"Near Glendo, Wyoming",Aero Mayflower Transit Co,Helena - Denver,"Waco, model YLC",3,2,1,3,2,1,0,3
1935-09-01,1935,"Burbank, California",Western Air Express,"Burbank, CA - Salt Lake City, UT",Boeing 247,3,0,3,3,0,3,0,3
1935-09-13,1935,"Near Tambo, Panama",Panama Airways,Panama City - David,Ford Tri-Motor,8,7,1,8,7,1,0,8
1935-10-02,1935,"Off Finders Island, Victoria, Australia",Holyman Airways,Melbourne - Sydney,de Havilland DH-86,5,3,2,5,3,2,0,5
1935-10-07,1935,"Near Cheyenne, Wyoming",United Air Lines,Salt Lake City - Cheyenne,Boeing 247D,12,9,3,12,9,3,0,12
1935-10-09,1935,Gulf of Finland,Aero O-Y,Tallinn - Helsinki,Junkers F-13,6,4,2,6,4,2,0,6
1935-10-21,1935,"Troy, New York",Chamberlin Flying Service,Troy - Teterboro,Curtiss AT-32C Condor,6,4,2,1,0,1,0,1
1935-10-30,1935,"Cheyenne, Wyoming",United Air Lines,Test flight,Boeing B-247-D,4,0,4,4,0,4,0,4
1935-11-02,1935,"Off Nhambupe, Brazil",Air France,Bahia - Aracaju,Latécoère 28-1,4,0,4,4,0,4,0,4
1935-11-09,1935,"Near Fort Worth, Texas",Braniff Airlines,Dallas - Waco,Lockheed Vega,1,0,1,1,0,1,0,1
1935-11-09,1935,"Brindisi, Italy",Imperial Airways,London - Brindisi - Alexandria,Short S-17 Kent,13,10,3,12,9,3,0,12
1935-11-11,1935,"Istres, France",Air France,,Latecoere 28,3,0,3,3,0,3,0,3
1935-12-04,1935,"Tours, France",Air Bleu,Le Havre - Paris - Tours - Bordeaux,Caudron C-630 Simoun,2,0,2,1,0,1,0,1
1935-12-10,1935,"Croydon, England",Sabena,"Brussels, Belgium - Croydon, England",Savoia-Marchetti SM73,11,7,4,11,7,4,0,11
1935-12-24,1935,"Wroctaw, Poland",Deutsche Lufthansa,,Heinkel He-70,3,2,1,3,2,1,0,3
1935-12-31,1935,"Off Alexandria, Egypt",Imperial Airways,London - Brindisi - Mirabella - Alexandria,Short S-8 Calcutta flying boat,13,9,4,12,9,1,0,12
1936-01-14,1936,"Tres Esquinas, Colombia",Military - Fuerza Aerea Colombiana,,Junkers JU-52,16,13,3,13,10,3,0,13
1936-01-14,1936,"Goodwin, Arkansas",American Airlines,Newark - Memphis - Little Rock - Dallas - Los Angeles,Douglas DC-2-120,17,14,3,17,14,3,0,17
1936-01-17,1936,"Near Cordillera, Boliva",Lloyd Aereo Boliviano,Cochabamba - La Paz,Junkers JU-52,13,10,3,13,10,3,0,13
1936-01-21,1936,"Off Ajaccio, Corsica, France",Air France,Marseille - Ajaccio - Tunis,CAMS 53,6,3,3,6,3,3,0,6
1936-01-29,1936,"Denton, Texas",American Airlines,Chicago - Oklahoma City,Vultee V-1,6,5,1,1,0,1,0,1
1936-02-10,1936,Atlantic Ocean,Air France,"Natal, Brazil - Dakar, Senegal",Latecoere 301 (flying boat),6,1,5,6,1,5,0,6
1936-02-15,1936,South Atlantic Ocean,Deutsche Lufthansa,Rio de Janerio - Berlin,Dormier Do-J-Iif Bos Wal flying boat,4,0,4,4,0,4,0,4
1936-03-05,1936,"Near Tengya, China",China National Aviation Corporation,,Ford 5-AT-D Tri-Motor,6,3,3,0,0,0,0,0
1936-03-14,1936,"Ovalle, Chile",Lan Chile,,Fairchild FC-2,5,4,1,5,4,1,0,5
1936-03-26,1936,"Amemeca, Mexico",Mexicana,Mexico - Guatemala,Ford 5-AT-B Tri Motor,14,10,4,14,10,4,0,14
1936-04-01,1936,"Pavillon, New York",American Airlines,Newwark - Buffalo,Stinson Model A,2,0,2,2,0,2,0,2
1936-04-07,1936,"Uniontown, Pennsylvania",Trans Continental and Western Air,Newark - Los Angeles,Douglas DC-2-112,14,11,3,12,10,2,0,12
1936-04-11,1936,"Port of Spain, Trinidad",Pan American Airways,Miami - Rio de Janeiro,Sikorsky S-42A  Flying Boat,25,18,7,3,2,1,0,3
1936-04-15,1936,"Near Turin, Italy",Avio Linee Italiane,Turin - Milan,OFM F-VIIb/3m,7,5,2,7,5,2,0,7
1936-04-17,1936,"Orvin, Switzerland",Deutsche Lufthansa,Test flight,Junkers JU-52,5,0,5,3,0,3,0,3
1936-04-21,1936,"Senlis, France",Sabena,Paris - Brussels - Cologne,Fokker F-VII,2,0,2,2,0,2,0,2
